Price,Levy,Manufacturer,Category,Leather_Interior,Fuel_Type,Engine_Volume,Mileage,Cylinders,Gear_Box_Type,Drive_Wheels,Doors,Wheel,Color,Airbags,Levy_missing,Is_Turbo,Car_Age
15200,586.0,TOYOTA,Hatchback,No,Hybrid,1.8,360755.0,4.0,Automatic,Front,4-5,Left wheel,Sky blue,12,0,0,14
14740,779.0,KIA,Sedan,No,Petrol,1.6,68500.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,0,1,0,15
11604,639.0,HYUNDAI,Sedan,Yes,LPG,2.0,336971.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,12
23834,779.0,CHEVROLET,Sedan,No,Petrol,1.4,37474.0,4.0,Manual,Front,4-5,Left wheel,Silver,8,1,1,9
39201,779.0,TOYOTA,Sedan,Yes,Petrol,2.5,52000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,8,1,0,9
9095,645.0,NISSAN,Hatchback,No,Petrol,1.8,181002.0,4.0,Automatic,Front,4-5,Left wheel,Grey,10,0,0,15
12388,781.0,TOYOTA,Sedan,No,Hybrid,2.5,149000.0,4.0,Automatic,Front,4-5,Left wheel,Silver,8,0,0,14
10349,779.0,Other,Jeep,Yes,CNG,2.7,232000.0,6.0,Automatic,4x4,4-5,Left wheel,Beige,6,1,0,24
37633,779.0,TOYOTA,Jeep,No,Petrol,2.5,68000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Grey,12,0,0,13
14740,779.0,TOYOTA,Sedan,No,Hybrid,1.8,0.0,6.0,Variator,Front,4-5,Left wheel,Red,6,1,0,16
16308,779.0,TOYOTA,Sedan,No,Hybrid,2.4,165000.0,4.0,Variator,Front,4-5,Left wheel,Blue,8,1,0,19
15367,779.0,Other,Jeep,No,LPG,3.7,273802.0,6.0,Automatic,4x4,4-5,Left wheel,Carnelian red,6,1,0,18
10349,779.0,MITSUBISHI,Jeep,No,Diesel,2.5,280000.0,6.0,Automatic,4x4,4-5,Right-hand drive,Black,2,1,0,34
15994,761.0,TOYOTA,Sedan,No,Hybrid,1.8,85000.0,4.0,Variator,Front,4-5,Left wheel,Silver,10,0,0,16
5802,779.0,HONDA,Sedan,No,Petrol,1.3,0.0,4.0,Variator,Front,4-5,Right-hand drive,Black,6,1,0,23
18503,779.0,MERCEDES-BENZ,Sedan,No,Petrol,1.8,72000.0,4.0,Tiptronic,Front,4-5,Left wheel,Red,9,1,1,11
314,1079.0,TOYOTA,Sedan,Yes,Petrol,2.0,33122.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,0,8
21639,779.0,SUBARU,Jeep,Yes,Petrol,2.5,160000.0,4.0,Tiptronic,4x4,4-5,Left wheel,Grey,12,1,0,16
12074,761.0,TOYOTA,Sedan,No,Hybrid,1.8,304000.0,4.0,Automatic,Front,4-5,Left wheel,Red,6,0,0,16
15053,779.0,HYUNDAI,Hatchback,Yes,Petrol,1.6,105600.0,4.0,Tiptronic,Front,2-3,Left wheel,White,12,1,0,13
3000,779.0,AUDI,Sedan,Yes,Petrol,1.8,0.0,4.0,Manual,4x4,4-5,Left wheel,Black,4,1,1,26
28225,765.0,VOLKSWAGEN,Jeep,No,Petrol,2.0,46000.0,4.0,Tiptronic,4x4,4-5,Left wheel,White,12,0,0,11
13700,584.0,HYUNDAI,Sedan,No,Petrol,1.8,150000.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,12
13485,779.0,TOYOTA,Sedan,No,Petrol,1.6,139400.0,4.0,Tiptronic,Front,4-5,Left wheel,Red,10,1,0,19
13485,779.0,MERCEDES-BENZ,Sedan,Yes,Petrol,1.7,109600.0,6.0,Tiptronic,Front,4-5,Left wheel,Silver,5,1,0,19
40976,639.0,HYUNDAI,Jeep,Yes,Diesel,2.0,151000.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,12
6272,1018.0,BMW,Jeep,Yes,Petrol,3.0,170043.0,6.0,Automatic,4x4,4-5,Left wheel,Grey,12,0,0,15
8154,1111.0,HONDA,Hatchback,No,Hybrid,1.3,67000.0,4.0,Automatic,Front,4-5,Right-hand drive,White,2,0,0,14
30420,779.0,BMW,Jeep,Yes,Petrol,4.8,133000.0,8.0,Tiptronic,4x4,4-5,Left wheel,Blue,12,1,0,18
6743,1438.0,OPEL,Goods wagon,No,Diesel,1.7,17000.0,4.0,Manual,Front,2-3,Left wheel,White,4,0,0,23
25089,456.0,LEXUS,Jeep,Yes,Hybrid,2.5,108344.0,4.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,0,11
549,1080.0,Other,Sedan,Yes,Petrol,3.6,272280.0,6.0,Automatic,Rear,4-5,Left wheel,Silver,12,0,0,12
15681,862.0,SUBARU,Sedan,Yes,Petrol,2.5,179000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Silver,8,0,0,15
2700,779.0,HONDA,Hatchback,No,Petrol,1.3,2000.0,4.0,Manual,Front,2-3,Left wheel,Silver,2,1,0,31
150,1279.0,HONDA,Jeep,No,Petrol,1.5,777.0,4.0,Manual,Rear,4-5,Left wheel,Pink,11,0,0,23
8154,585.0,MERCEDES-BENZ,Sedan,Yes,Petrol,1.8,110601.0,4.0,Tiptronic,Rear,4-5,Left wheel,Grey,12,0,1,13
549,761.0,TOYOTA,Hatchback,Yes,Hybrid,1.8,228661.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,0,16
11604,779.0,BMW,Sedan,Yes,Petrol,3.0,0.0,6.0,Tiptronic,Rear,4-5,Left wheel,Black,6,1,0,21
1500,779.0,Other,Sedan,No,Petrol,1.6,34678.0,4.0,Manual,Rear,4-5,Left wheel,White,12,1,0,16
19757,779.0,KIA,Sedan,Yes,Hybrid,2.4,126994.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12,1,0,14
10032,639.0,CHEVROLET,Jeep,Yes,Diesel,2.0,71340.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,13
18240,707.0,SSANGYONG,Jeep,Yes,Diesel,2.0,247713.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,15
39829,779.0,MERCEDES-BENZ,Jeep,Yes,Diesel,3.2,152000.0,6.0,Tiptronic,4x4,4-5,Left wheel,Silver,12,1,0,17
470,1327.0,TOYOTA,Sedan,Yes,Petrol,2.5,80568.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,0,8
2000,779.0,Other,Sedan,No,Petrol,1.5,90000.0,4.0,Manual,Rear,4-5,Left wheel,Red,0,1,0,42
15053,779.0,Other,Hatchback,Yes,Petrol,1.4,71000.0,4.0,Tiptronic,Front,2-3,Left wheel,Black,8,1,0,12
1333,862.0,TOYOTA,Sedan,Yes,Petrol,2.5,153410.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,0,15
4077,382.0,CHEVROLET,Hatchback,Yes,Hybrid,1.5,123206.0,4.0,Automatic,Front,4-5,Left wheel,White,0,0,0,9
10663,765.0,HYUNDAI,Sedan,Yes,LPG,2.0,343047.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,11
12544,749.0,HYUNDAI,Sedan,Yes,Petrol,2.4,76566.0,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,0,12
10036,779.0,NISSAN,Jeep,Yes,Petrol,1.9,200000.0,2.0,Automatic,Front,4-5,Right-hand drive,Silver,2,1,0,22
26657,779.0,LEXUS,Sedan,Yes,Petrol,2.5,245000.0,6.0,Tiptronic,Rear,4-5,Left wheel,Grey,10,1,0,17
23207,934.0,TOYOTA,Sedan,Yes,Petrol,2.5,45490.0,4.0,Automatic,Front,4-5,Left wheel,Black,8,0,0,11
14426,638.0,CHEVROLET,Sedan,Yes,Diesel,2.0,66226.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,0,12
21326,911.0,MERCEDES-BENZ,Sedan,No,Diesel,2.2,24500.0,6.0,Manual,Rear,4-5,Left wheel,Silver,12,0,1,16
188,1018.0,BMW,Jeep,Yes,Petrol,3.0,196330.0,6.0,Automatic,4x4,4-5,Left wheel,White,0,0,0,15
11604,944.0,OPEL,Universal,No,Diesel,1.7,160000.0,4.0,Manual,Front,4-5,Left wheel,Silver,8,0,1,18
19130,781.0,TOYOTA,Sedan,No,Hybrid,2.5,138000.0,4.0,Automatic,Front,4-5,Left wheel,Golden,12,0,0,14
43880,1017.0,HYUNDAI,Jeep,Yes,Diesel,2.0,98847.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,9
10349,1266.0,TOYOTA,Hatchback,No,Petrol,1.5,114000.0,4.0,Automatic,Front,4-5,Right-hand drive,Black,12,0,0,12
14113,642.0,KIA,Sedan,No,Hybrid,2.0,116928.0,4.0,Automatic,Front,4-5,Left wheel,Black,8,0,0,14
17876,394.0,TOYOTA,Sedan,Yes,Hybrid,2.5,379218.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,12
3763,779.0,Other,Sedan,No,Petrol,1.6,0.0,4.0,Manual,Rear,4-5,Left wheel,Beige,0,1,0,30
862,1399.0,MERCEDES-BENZ,Sedan,Yes,Diesel,3.5,239224.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,0,16
10000,1268.0,HONDA,Minivan,No,Petrol,1.5,90000.0,4.0,Automatic,Front,4-5,Right-hand drive,Silver,4,0,0,14
21326,975.0,Other,Jeep,Yes,Petrol,3.2,105500.0,6.0,Tiptronic,4x4,4-5,Left wheel,White,10,0,0,14
4234,834.0,TOYOTA,Pickup,Yes,Petrol,2.7,158870.0,4.0,Automatic,Rear,4-5,Left wheel,White,0,0,0,13
3293,1079.0,Other,Jeep,Yes,Petrol,2.0,26701.0,4.0,Automatic,4x4,4-5,Left wheel,Grey,12,0,0,8
19080,779.0,BMW,Jeep,Yes,Petrol,4.4,195000.0,8.0,Tiptronic,4x4,4-5,Left wheel,Black,0,1,0,21
15677,640.0,VOLKSWAGEN,Sedan,Yes,Diesel,2.0,82000.0,4.0,Tiptronic,Front,4-5,Left wheel,Red,8,0,1,13
3763,779.0,MITSUBISHI,Jeep,No,Diesel,3.2,0.0,4.0,Tiptronic,4x4,2-3,Left wheel,Silver,4,1,1,24
10506,1268.0,TOYOTA,Sedan,No,Hybrid,1.5,78000.0,4.0,Automatic,Front,4-5,Right-hand drive,Silver,2,0,0,14
24148,779.0,NISSAN,Jeep,Yes,Petrol,1.6,49000.0,4.0,Automatic,Front,4-5,Left wheel,White,10,1,0,11
47038,779.0,LEXUS,Jeep,Yes,Hybrid,3.5,166000.0,6.0,Variator,4x4,4-5,Left wheel,Silver,0,1,0,16
130,779.0,HYUNDAI,Jeep,No,Petrol,2.4,100000.0,6.0,Tiptronic,4x4,>5,Left wheel,Brown,5,1,0,14
18817,1195.0,MERCEDES-BENZ,Minivan,No,Diesel,2.2,289216.0,6.0,Manual,Rear,2-3,Left wheel,White,4,0,1,18
1568,779.0,OPEL,Hatchback,Yes,CNG,1.6,100000.0,4.0,Manual,Front,4-5,Left wheel,Carnelian red,2,1,0,32
19601,784.0,CHEVROLET,Sedan,No,Petrol,1.5,26095.0,4.0,Automatic,Front,4-5,Left wheel,Blue,8,0,0,9
37633,779.0,BMW,Sedan,Yes,Petrol,3.0,117000.0,6.0,Automatic,Rear,4-5,Left wheel,Black,12,1,1,13
1725,836.0,VOLKSWAGEN,Sedan,Yes,Petrol,2.0,156139.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,16
16935,1869.0,Other,Sedan,Yes,Petrol,3.6,22293.0,6.0,Automatic,Rear,4-5,Left wheel,Grey,12,0,0,7
13799,779.0,TOYOTA,Sedan,Yes,Petrol,1.5,248000.0,4.0,Automatic,Rear,4-5,Left wheel,Grey,4,1,0,18
10663,779.0,HONDA,Hatchback,Yes,Petrol,1.3,155000.0,4.0,Variator,Front,4-5,Right-hand drive,Black,4,1,0,18
16621,753.0,KIA,Sedan,Yes,Petrol,2.4,111000.0,4.0,Tiptronic,Front,4-5,Left wheel,Silver,12,0,0,14
10663,779.0,MITSUBISHI,Jeep,No,Petrol,2.0,84455.0,4.0,Tiptronic,4x4,4-5,Right-hand drive,Red,2,1,1,23
11290,645.0,MERCEDES-BENZ,Sedan,Yes,Petrol,1.8,152000.0,4.0,Tiptronic,Rear,4-5,Left wheel,Black,12,0,1,15
23521,640.0,VOLKSWAGEN,Sedan,Yes,Diesel,2.0,125210.0,4.0,Tiptronic,Front,4-5,Left wheel,Silver,12,0,1,13
17249,779.0,TOYOTA,Hatchback,No,Hybrid,1.8,175000.0,4.0,Variator,Front,4-5,Left wheel,Red,8,1,0,15
8467,779.0,TOYOTA,Hatchback,No,Petrol,1.3,125000.0,4.0,Manual,Front,4-5,Right-hand drive,Golden,2,1,0,23
15994,779.0,TOYOTA,Sedan,No,Hybrid,1.8,191000.0,6.0,Automatic,Front,4-5,Left wheel,Black,10,1,0,16
7840,779.0,FORD,Microbus,No,Diesel,2.5,400000.0,4.0,Manual,Rear,4-5,Left wheel,White,2,1,1,29
37633,779.0,BMW,Jeep,Yes,Petrol,4.4,154774.0,6.0,Tiptronic,4x4,4-5,Left wheel,Black,12,1,1,17
24327,707.0,HYUNDAI,Jeep,Yes,Diesel,2.0,177194.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,15
941,586.0,HYUNDAI,Sedan,Yes,Petrol,1.8,192357.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,14
35000,779.0,MERCEDES-BENZ,Sedan,Yes,Petrol,3.5,200000.0,6.0,Tiptronic,Rear,4-5,Left wheel,Carnelian red,2,1,0,20
23521,779.0,TOYOTA,Sedan,Yes,Petrol,1.8,150000.0,4.0,Automatic,Front,4-5,Left wheel,White,8,1,0,12
45436,639.0,HYUNDAI,Jeep,Yes,Diesel,2.0,122904.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,0,12
6272,779.0,MERCEDES-BENZ,Coupe,Yes,Petrol,3.2,180264.0,6.0,Automatic,Rear,2-3,Left wheel,Red,2,1,0,28
5802,779.0,SUBARU,Hatchback,No,Petrol,2.5,150000.0,4.0,Automatic,4x4,4-5,Left wheel,Green,2,1,0,24
20266,531.0,HYUNDAI,Sedan,Yes,Petrol,1.6,107523.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,14
15681,891.0,HYUNDAI,Sedan,Yes,LPG,2.0,295509.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,10
18817,779.0,TOYOTA,Sedan,No,Petrol,1.8,190000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,1,0,16
941,753.0,HYUNDAI,Sedan,Yes,Petrol,2.4,238139.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,0,14
46518,831.0,SSANGYONG,Jeep,Yes,Petrol,1.6,42763.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,0,9
20385,640.0,SUBARU,Jeep,No,Hybrid,2.0,140968.0,4.0,Tiptronic,4x4,4-5,Left wheel,Green,12,0,0,13
40142,779.0,TOYOTA,Jeep,No,Petrol,2.5,27000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,12,1,0,10
4234,585.0,HYUNDAI,Sedan,Yes,Petrol,1.8,142786.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,0,13
14113,900.0,Other,Jeep,Yes,Petrol,2.4,72000.0,4.0,Automatic,4x4,4-5,Left wheel,White,6,0,0,11
43868,730.0,SSANGYONG,Jeep,Yes,Diesel,1.6,54496.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,0,10
13799,1024.0,SUBARU,Jeep,No,Petrol,2.5,140000.0,4.0,Tiptronic,4x4,4-5,Left wheel,Grey,6,0,0,16
12858,779.0,NISSAN,Hatchback,No,Petrol,1.8,160000.0,4.0,Automatic,Front,4-5,Left wheel,Black,2,1,0,14
20071,779.0,FORD,Hatchback,Yes,Hybrid,2.0,63000.0,4.0,Automatic,Front,4-5,Left wheel,Brown,10,1,0,13
15900,836.0,HYUNDAI,Jeep,Yes,Diesel,2.0,230314.0,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,0,16
627,645.0,HYUNDAI,Jeep,Yes,Petrol,1.8,172502.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,15
44846,1110.0,HYUNDAI,Jeep,Yes,Diesel,2.2,21037.0,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,0,9
19130,779.0,TOYOTA,Hatchback,No,Hybrid,1.8,22720.0,4.0,Automatic,Front,4-5,Left wheel,Black,0,1,0,11
16308,891.0,HYUNDAI,Sedan,Yes,LPG,2.0,268872.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,10
15000,779.0,FORD,Sedan,Yes,Petrol,2.5,22560.0,8.0,Variator,Front,4-5,Left wheel,White,8,1,0,16
26971,1823.0,TOYOTA,Jeep,Yes,Petrol,3.5,47002.0,6.0,Automatic,4x4,4-5,Left wheel,White,12,0,0,8
17249,779.0,TOYOTA,Sedan,No,Hybrid,1.8,130000.0,4.0,Variator,Front,4-5,Right-hand drive,White,4,1,0,15
17249,779.0,MERCEDES-BENZ,Sedan,Yes,Petrol,3.2,230000.0,6.0,Tiptronic,Rear,4-5,Left wheel,Black,10,1,0,24
10976,1132.0,TOYOTA,Hatchback,No,Hybrid,1.5,135000.0,4.0,Variator,Front,4-5,Left wheel,Silver,8,0,0,20
2587,650.0,CHEVROLET,Sedan,Yes,Petrol,1.4,87973.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,10
25274,503.0,TOYOTA,Hatchback,Yes,Hybrid,1.5,59200.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,14
5331,779.0,OPEL,Sedan,No,Petrol,1.6,30000.0,4.0,Manual,Front,4-5,Left wheel,Carnelian red,5,1,0,28
45633,831.0,SSANGYONG,Jeep,Yes,Diesel,1.6,33575.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,9
8781,779.0,OPEL,Minivan,No,CNG,3.0,316500.0,6.0,Automatic,Front,4-5,Left wheel,Silver,6,1,0,27
29793,917.0,BMW,Sedan,Yes,Petrol,3.0,136000.0,6.0,Tiptronic,Rear,4-5,Left wheel,White,12,0,1,13
33575,891.0,HYUNDAI,Jeep,Yes,Diesel,2.0,117470.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,10
14426,584.0,VOLKSWAGEN,Sedan,Yes,Petrol,1.8,67000.0,4.0,Tiptronic,Front,4-5,Left wheel,Black,10,0,0,12
6899,779.0,HONDA,Sedan,No,Petrol,1.3,160000.0,4.0,Automatic,Front,4-5,Right-hand drive,Silver,2,1,0,22
10976,843.0,TOYOTA,Sedan,No,Hybrid,1.5,184000.0,4.0,Variator,Front,4-5,Left wheel,White,8,0,0,18
47076,765.0,SSANGYONG,Jeep,Yes,Diesel,2.0,118366.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,11
9722,1273.0,TOYOTA,Sedan,Yes,Petrol,3.5,117451.0,6.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,11
19444,1024.0,FORD,Jeep,Yes,Hybrid,2.5,85000.0,4.0,Automatic,4x4,4-5,Left wheel,Black,6,0,0,16
15000,779.0,MERCEDES-BENZ,Goods wagon,No,Diesel,2.2,0.0,4.0,Manual,Rear,4-5,Left wheel,White,1,1,1,21
10976,779.0,Other,Coupe,Yes,Petrol,1.3,950000.0,2.0,Manual,Rear,4-5,Left wheel,Black,6,1,0,23
25716,1018.0,BMW,Sedan,Yes,Petrol,3.0,90567.0,6.0,Tiptronic,Rear,4-5,Left wheel,Grey,12,0,1,15
12100,781.0,TOYOTA,Sedan,No,Hybrid,2.5,178700.0,4.0,Tiptronic,Front,4-5,Left wheel,White,6,0,0,14
4077,697.0,HYUNDAI,Sedan,Yes,Petrol,1.8,115507.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,11
549,1202.0,HYUNDAI,Sedan,Yes,Petrol,2.4,54990.0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,0,9
3763,919.0,BMW,Jeep,Yes,Petrol,3.0,161421.0,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,0,14
12544,777.0,TOYOTA,Sedan,Yes,Petrol,2.5,107000.0,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12,0,0,12
35438,779.0,BMW,Sedan,Yes,Petrol,4.4,132000.0,8.0,Tiptronic,Rear,4-5,Left wheel,Grey,12,1,1,15
7056,707.0,HYUNDAI,Sedan,Yes,LPG,2.0,82328.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,15
10000,4283.0,HONDA,Minivan,No,Petrol,2.4,141000.0,4.0,Automatic,Front,4-5,Right-hand drive,White,2,0,0,19
3600,779.0,FORD,Coupe,No,Petrol,1.3,276000.0,4.0,Manual,Front,2-3,Left wheel,Green,0,1,0,30
13877,473.0,CHEVROLET,Sedan,Yes,Petrol,1.4,149875.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,12
21326,585.0,TOYOTA,Sedan,No,Hybrid,1.8,170000.0,4.0,Automatic,Front,4-5,Left wheel,White,0,0,0,13
251,490.0,HONDA,Hatchback,Yes,Hybrid,1.3,216858.0,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,0,15
9500,779.0,HYUNDAI,Minivan,No,Petrol,2.4,240000.0,4.0,Manual,Rear,4-5,Left wheel,White,0,1,0,21
8500,779.0,OPEL,Hatchback,No,Petrol,1.6,150000.0,4.0,Manual,Front,4-5,Left wheel,Black,4,1,0,28
7279,279.0,HONDA,Universal,Yes,Hybrid,1.3,138520.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,11
11760,1185.0,HYUNDAI,Minivan,Yes,Diesel,2.5,56552.0,4.0,Automatic,Front,4-5,Left wheel,Yellow,4,0,0,17
11290,779.0,TOYOTA,Sedan,No,Hybrid,1.5,120000.0,4.0,Automatic,Front,4-5,Left wheel,Grey,6,1,0,19
29122,924.0,SSANGYONG,Jeep,Yes,Diesel,2.7,129793.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,15
2352,629.0,KIA,Sedan,Yes,Petrol,1.6,133704.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,0,11
27654,528.0,HYUNDAI,Sedan,Yes,Petrol,1.6,85746.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,12
26657,394.0,TOYOTA,Sedan,Yes,Hybrid,2.5,26900.0,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,0,12
8154,1677.0,FORD,Microbus,No,Diesel,2.0,190000.0,4.0,Manual,Front,4-5,Left wheel,Blue,2,0,1,23
40387,694.0,HYUNDAI,Jeep,Yes,Diesel,2.2,56809.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,12
20385,779.0,TOYOTA,Hatchback,No,Hybrid,1.8,186000.0,6.0,Tiptronic,Front,4-5,Left wheel,White,8,1,0,11
14113,779.0,Other,Jeep,Yes,Petrol,3.2,240000.0,6.0,Automatic,4x4,2-3,Left wheel,Grey,6,1,0,29
30734,779.0,MERCEDES-BENZ,Microbus,No,Diesel,2.7,116000.0,5.0,Tiptronic,Rear,2-3,Left wheel,White,4,1,1,23
22894,666.0,MERCEDES-BENZ,Sedan,Yes,Diesel,2.1,58864.0,4.0,Automatic,Rear,4-5,Left wheel,Silver,12,0,0,12
6900,779.0,HONDA,Minivan,No,Petrol,2.3,0.0,4.0,Automatic,Front,4-5,Right-hand drive,Black,4,1,0,24
15210,463.0,TOYOTA,Sedan,Yes,Hybrid,1.8,12416.0,4.0,Automatic,Front,4-5,Left wheel,White,12,0,0,8
43655,1091.0,HYUNDAI,Universal,Yes,Diesel,2.5,145631.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,10
17245,503.0,TOYOTA,Hatchback,Yes,Hybrid,1.5,75000.0,4.0,Automatic,Front,4-5,Left wheel,Red,12,0,0,14
21500,1054.0,MERCEDES-BENZ,Goods wagon,No,Diesel,2.2,165738.0,4.0,Manual,Rear,4-5,Left wheel,White,6,0,1,17
14113,502.0,TOYOTA,Hatchback,No,Hybrid,1.5,135000.0,4.0,Automatic,Front,4-5,Left wheel,White,8,0,0,13
17562,1077.0,VOLKSWAGEN,Sedan,Yes,Petrol,2.0,6565.0,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,0,7
10663,779.0,TOYOTA,Hatchback,No,Hybrid,1.5,1000.0,4.0,Automatic,Front,4-5,Right-hand drive,White,2,1,0,14
1646,640.0,FORD,Sedan,Yes,Hybrid,2.0,174619.0,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,0,13
7683,1031.0,NISSAN,Hatchback,No,Petrol,1.2,151000.0,3.0,Automatic,Front,4-5,Right-hand drive,White,4,0,0,13
13626,836.0,HYUNDAI,Sedan,Yes,Petrol,2.0,193486.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,16
15681,779.0,FORD,Microbus,No,Diesel,2.5,250000.0,4.0,Manual,Rear,4-5,Left wheel,White,0,1,0,28
32929,779.0,MERCEDES-BENZ,Jeep,Yes,Diesel,3.0,172483.0,8.0,Automatic,4x4,4-5,Left wheel,Black,0,1,1,17
44213,770.0,HYUNDAI,Jeep,Yes,Diesel,1.7,90924.0,4.0,Automatic,Front,4-5,Left wheel,White,4,0,0,10
7527,530.0,NISSAN,Jeep,Yes,Petrol,1.6,108222.0,4.0,Automatic,4x4,4-5,Left wheel,Black,0,0,0,13
400,779.0,OPEL,Jeep,No,CNG,2.4,255888.0,8.0,Manual,Front,4-5,Left wheel,Red,10,1,0,50
15367,584.0,HYUNDAI,Sedan,No,Petrol,1.8,78222.0,4.0,Tiptronic,Front,4-5,Left wheel,Beige,10,0,0,12
22580,1091.0,SUBARU,Jeep,Yes,Petrol,2.5,53000.0,4.0,Tiptronic,4x4,4-5,Left wheel,Black,10,0,0,10
23521,781.0,CHEVROLET,Sedan,No,Petrol,1.4,6000.0,4.0,Tiptronic,Front,4-5,Left wheel,White,0,0,1,8
23521,333.0,FORD,Sedan,Yes,Hybrid,2.0,122000.0,4.0,Variator,Front,4-5,Left wheel,Blue,8,0,0,12
24302,642.0,CHEVROLET,Sedan,Yes,Petrol,2.0,91654.0,4.0,Automatic,Front,4-5,Left wheel,Red,4,0,0,14
6272,779.0,MERCEDES-BENZ,Coupe,No,Petrol,2.3,266085.0,4.0,Manual,Rear,2-3,Left wheel,Black,2,1,0,25
9408,779.0,BMW,Coupe,No,Diesel,1.9,197000.0,4.0,Manual,Front,2-3,Left wheel,Green,4,1,0,26
9252,765.0,HYUNDAI,Sedan,Yes,LPG,2.0,445734.0,4.0,Automatic,Front,4-5,Left wheel,Orange,4,0,0,11
12858,779.0,OPEL,Minivan,No,Diesel,1.9,204000.0,4.0,Manual,Front,4-5,Left wheel,Grey,8,1,0,21
15681,891.0,HYUNDAI,Sedan,Yes,LPG,2.0,201876.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,10
15053,890.0,KIA,Sedan,Yes,Petrol,2.0,65089.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,10
17876,1296.0,TOYOTA,Sedan,No,Petrol,2.4,141877.0,4.0,Automatic,Front,4-5,Left wheel,Golden,12,0,0,18
43548,891.0,HYUNDAI,Jeep,Yes,Diesel,2.0,135264.0,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,0,10
15681,891.0,HYUNDAI,Sedan,Yes,LPG,2.0,261167.0,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,0,10
16621,271.0,TOYOTA,Hatchback,No,Hybrid,1.5,96000.0,4.0,Automatic,Front,>5,Left wheel,Silver,10,0,0,12
18726,503.0,TOYOTA,Hatchback,Yes,Petrol,1.5,101800.0,4.0,Automatic,Front,4-5,Left wheel,Yellow,4,0,0,14
